id,entext
519566, "You may come into your inheritance. No one will dare get in your way. There's no proof of your wrongdoing... You may take the keys from Alexander Saburov. I can't imagine how they got into his hands... but never mind. That's the good news."
519567, "Who is this Alexander?"
519568, "Pray see... I'm not the only one to bear the burden of authority in this town. The power is divided among three families: the Olgimskys, the Kains, and the Saburovs. The Saburovs are mostly in charge of... shall I say... the executive power. The enforcement machine, so to speak."
519569, "And the bad news?"
519570, "The bad news. I've spoken to Saburov about your... case. And he is, to say the least, furious. It seems that he's set on destroying you by any means possible-disregarding my protection and my personal warranty of good faith."
519571, "What have I done to make him so angry?"
519572, "It's not him, I think, but rather his wife. Katerina is a Mistress, a woman of a mystical gift... Her opinion is well-respected... no matter what kind of person she is. And she has had a vision of you bringing some horrific bloodshed to pass. That is the price of your ascension to glory, according to her."
519574, "Is that so? I had no plans for mass bloodshed."
519575, "Everyone has their ups and downs."
519576, "I believe you, I do... But can it really be helped? Alexander trusts his wife more than he'd ever trust me. The Saburovs' duty is to maintain order, and such a discovery about your... mission couldn't make them happy. It seems that Alexander has taken it upon himself to stop you from fulfilling this... ahem... prophecy."
519577, "Is your name enough to hold him back?"
519578, "Yes-for a while... But the news of Simon Kain's death, the rumours of some epidemic... they're stirring our small town. The people are scared. Alexander is demanding emergency powers. And if he gets what he's asking for, I won't be able to help you like I do now. The Lump will not protect you then."
519579, "So what do we do?"
519580, "We hope for the best. I have arranged for a hideout to be prepared-just in case... You will be able to lay low and continue your work there even if Saburov does get the power... and orders me to turn you in. The place isn't exactly comfortable, but it's reliable. It will become your home."
519581, "Thank you, boös Vlad."
519582, "Not at all... I've done so little for you... The times we live in-the mad and cruel times! But you will come into your father's inheritance. Talk to Alexander... and his wife even. Use the short break and the immunity that you have while you have them..."
519583, "I'll come by later."
519584, "What of the bad news?"
519586, "I will."
519587, "Are you trying to drive me away from here then?"
519588, "Are you human?"
519589, "Raawrrr! No hummin am I! Ha ha ha! What, does it look like I've really got a dog's head?"
519590, "It does look like it from far away... Come to think of it, it's eerily realistic at close range, too. Makes me shudder a bit."
519591, "Yes! Yes! That's right! We're not called Dogheads for nothin'! Ya see, ya hobo man? No way ya can tell if it's real or not!"
519592, "I came here for you, little doggy."
519593, "Oh really! You're in cahoots with them then too? No way... So, who sent ya?"
519594, "Someone who's very unhappy with you. They want your blood."
519595, "Are they nuts? Why are they bullyin' me? So I did some snoopin' here and there, so what... So I did do some double agentin'... Ugh, I'm done! Don't wanna rat out the Soul-and-a-Halves to the thieves, don't wanna rat out the thieves to the Soul-and-a-Halves! I'm the only sensible person around here!"
519596, "Jokes aside, kid, I've got bad news."
519597, "There is a reliable method. I can simply take that head off you along with your neck and check it out."
519598, "They say spirits used to grant heads like these to traitors in ancient times."
519599, "Why do they want you dead? This is your last chance. I don't like traitors."
519600, "Because you're going to run out of people to rat out, eh?"
519602, "Have mercy on me, good man. He who saves a life will be rewarded! I just can't tell ya what they want me dead for... It would make me feel real bad. But I won't do it anymore."
519603, "Oh no, I'm done with that for reals. Done! So what do ya want?"
519604, "I've come to kill you."
519605, "Shove off! You make me sick..."
519614, "Who is this?"
519615, "Don't finish him off, please! This is the man that tried to kill you. One of those who assaulted you at the Station. He says it was you who crippled him. He will die soon enough anyway, he's got so little blood left... Will you let him be?"
519616, "How can you possibly transfuse blood to him?"
519617, "Don't worry about this. There are a lot of people here who know how to handle blood. Fewer of those willing to share it..."
519618, "Okay. I'll speak to that usurer of yours."
519619, "I'll think about it."
519620, "Ahhh! Why?!"
519621, "Bury him."
519622, "That is my rule: finish off what has been started."
519623, "It would be best for you to leave. Now..."
519624, "The Olgimskys are careful about their safety. I still have many enemies. Vlad the Younger will show me a safe place where I can live and work."
519625, "They keys to my property are held by a man who is in charge of law enforcement and whose duty commands him to get rid of me. Oh well..."
519626, "This is the home of Mistress Katerina. She had a true vision about me recently. I still remember the previous Mistresses... Katerina was barely twenty then..."
519627, "So this place is in no way a 'hospice.' It's a haven for fugitive workmen. Its mistress is harbouring butchers and Worms that have fallen out of boös Vlad's favour."
519628, "Fine. If I find out the butcher's whereabouts, I'll tell you. But I won't vouch for what happens next."
519629, "That will do for me! Dare I say... I will take action immediately."
519630, "So who can help me find him?"
519631, "There is a shack... I've tried sending people over there already, they were greeted coldly. A certain lady lives in it... She is always in the loop; she knows the butchers' ways and what they're after. They say she was begotten by an odongh and a twyre bride... Start off there. She will treat you with respect."
519632, "Show me where it is."
519633, "'The Brand'"
519634, "If I am to figure out the mystery of my inheritance, I will have to pay a visit to Aspity-this time disguised as a traitor. However, she seems to be wiser than the rest and doesn't necessarily disapprove of me. Perhaps I should put my trust in her."
